name	term	lev	seq	value
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup11728	-0.125074768
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup17775	0.576784086
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup07833	0.112711722
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup08503	0.44884946
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup19507	-0.041857406
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup04711	0.500315355
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup25348	0.037967208
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup04060	0.216294392
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup35861	0.810126637
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup17314	-0.464409645
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup19330	0.26255299
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup17613	0.438519108
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup09133	0.910383961
"cell-substrate junction"	GO:0005925;GO:0005924;GO:0030055	2	isogroup09979	0.710352307
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup06782	-0.047472187
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup07310	0.335352421
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup12180	0.046532749
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup02340	0.217965045
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup02158	0.29892399
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup20748	0.1585832
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup24279	-0.149484563
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup04671	0.658070941
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup04255	0.528831901
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup02191	-0.807965861
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup24724	0.022220567
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup03464	0.682755331
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup02516	-0.01530534
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup17544	-0.292940937
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup00789	0.810016891
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup07921	-1.174261277
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup01054	-1.509668564
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup15030	-0.018853229
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup27237	-0.385183314
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup18735	0.705499965
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup13259	0.209697392
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup28891	0.043773201
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup06260	0.605102259
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup13425	0.32583445
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup27905	0
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup11562	-0.836391979
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup14551	-0.15506078
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup11384	-0.478499389
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup17703	-0.000623587
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup02502	0.132605088
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup03910	-0.219545754
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup12413	-1.019319797
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup19069	1.144043794
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup17551	0.01825484
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup14748	-0.406332594
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup33025	-0.464409645
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup15301	-0.478499389
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup11728	-0.125074768
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup04982	-0.120351654
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup32195	-0.746124085
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup17775	0.576784086
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup09576	0.102466429
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup03574	0
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup34770	-0.176957507
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup17475	-0.734328109
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup04264	2.807474112
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup06972	0.276832592
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup05451	0
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup19330	0.26255299
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup33732	-0.022403607
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup13666	0.780447994
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup01201	0.098071033
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup30917	-1.035042172
"ribonucleoprotein granule"	GO:0036464;GO:0035770	2	isogroup25431	0.0017263
"brush border membrane"	GO:0031526	2	isogroup07699	-0.030254167
"brush border membrane"	GO:0031526	2	isogroup14669	-0.488576052
"brush border membrane"	GO:0031526	2	isogroup02570	-0.318380396
"brush border membrane"	GO:0031526	2	isogroup28221	-0.046254018
"brush border membrane"	GO:0031526	2	isogroup17852	-0.461836456
"brush border membrane"	GO:0031526	2	isogroup14418	-0.163246255
"trans-Golgi network"	GO:0005802	2	isogroup20966	-0.187061995
"trans-Golgi network"	GO:0005802	2	isogroup19534	0.162088254
"trans-Golgi network"	GO:0005802	2	isogroup11540	-0.140516553
"trans-Golgi network"	GO:0005802	2	isogroup18610	-1.049658211
"trans-Golgi network"	GO:0005802	2	isogroup02203	-0.067620995
"trans-Golgi network"	GO:0005802	2	isogroup12864	-0.315152905
"trans-Golgi network"	GO:0005802	2	isogroup07259	-0.074825313
"trans-Golgi network"	GO:0005802	2	isogroup01819	-0.011943596
"trans-Golgi network"	GO:0005802	2	isogroup03811	0.152704164
"trans-Golgi network"	GO:0005802	2	isogroup08636	0.018804949
"trans-Golgi network"	GO:0005802	2	isogroup07356	0.107022861
"trans-Golgi network"	GO:0005802	2	isogroup13901	0.53860809
"trans-Golgi network"	GO:0005802	2	isogroup13299	0.16340078
"trans-Golgi network"	GO:0005802	2	isogroup05107	-0.075605564
"trans-Golgi network"	GO:0005802	2	isogroup25090	-1.115893648
"trans-Golgi network"	GO:0005802	2	isogroup19399	1.01023428
"trans-Golgi network"	GO:0005802	2	isogroup10978	0.312665747
"trans-Golgi network"	GO:0005802	2	isogroup05468	0.484523397
"trans-Golgi network"	GO:0005802	2	isogroup07486	-0.464409645
"trans-Golgi network"	GO:0005802	2	isogroup00235	0.715443298
"trans-Golgi network"	GO:0005802	2	isogroup10726	0.207065068
"trans-Golgi network"	GO:0005802	2	isogroup31878	0.244061523
"trans-Golgi network"	GO:0005802	2	isogroup11728	-0.125074768
"trans-Golgi network"	GO:0005802	2	isogroup01415	0.366999655
"trans-Golgi network"	GO:0005802	2	isogroup06708	0.655818192
"trans-Golgi network"	GO:0005802	2	isogroup11688	0.162088254
"trans-Golgi network"	GO:0005802	2	isogroup06991	-0.10337254
"ciliary transition zone"	GO:0035869	4	isogroup15043	0.313263158
"ciliary transition zone"	GO:0035869	4	isogroup12929	-1.172131502
"ciliary transition zone"	GO:0035869	4	isogroup17348	0.246918857
"ciliary transition zone"	GO:0035869	4	isogroup04043	0.09699631
"ciliary transition zone"	GO:0035869	4	isogroup21016	0
"ciliary transition zone"	GO:0035869	4	isogroup07805	-0.851956058
"ciliary transition zone"	GO:0035869	4	isogroup14706	0.044372842
"ciliary transition zone"	GO:0035869	4	isogroup17289	0
"ciliary transition zone"	GO:0035869	4	isogroup16375	0.225949864
"ciliary transition zone"	GO:0035869	4	isogroup22063	0.659728857
"ciliary transition zone"	GO:0035869	4	isogroup14945	1.883495434
"condensed chromosome kinetochore"	GO:0000777	2	isogroup00817	-0.219151816
"condensed chromosome kinetochore"	GO:0000777	2	isogroup01109	-0.205736509
"condensed chromosome kinetochore"	GO:0000777	2	isogroup06576	0.082986584
"condensed chromosome kinetochore"	GO:0000777	2	isogroup18161	-0.029316241
"condensed chromosome kinetochore"	GO:0000777	2	isogroup02408	0.300032271
"condensed chromosome kinetochore"	GO:0000777	2	isogroup29788	0.154556336
"condensed chromosome kinetochore"	GO:0000777	2	isogroup18523	-0.06253142
"condensed chromosome kinetochore"	GO:0000777	2	isogroup38362	0.370050841
"condensed chromosome kinetochore"	GO:0000777	2	isogroup23118	0.730598328
"condensed chromosome kinetochore"	GO:0000777	2	isogroup04651	-0.28208973
"condensed chromosome kinetochore"	GO:0000777	2	isogroup20795	-0.174084106
"condensed chromosome kinetochore"	GO:0000777	2	isogroup16959	0.489124829
"condensed chromosome kinetochore"	GO:0000777	2	isogroup04395	0.1167039
"condensed chromosome kinetochore"	GO:0000777	2	isogroup10207	0.109849196
"condensed chromosome kinetochore"	GO:0000777	2	isogroup14697	0
"condensed chromosome kinetochore"	GO:0000777	2	isogroup08607	0
"condensed chromosome kinetochore"	GO:0000777	2	isogroup14492	0.141889121
"condensed chromosome kinetochore"	GO:0000777	2	isogroup25977	-0.021278655
"condensed chromosome kinetochore"	GO:0000777	2	isogroup28145	-0.676810062
"PML body"	GO:0016605	4	isogroup07867	-0.318380396
"PML body"	GO:0016605	4	isogroup01756	0.202361761
"PML body"	GO:0016605	4	isogroup25753	-0.194624525
"PML body"	GO:0016605	4	isogroup17799	0.080566333
"PML body"	GO:0016605	4	isogroup06216	0.176132677
"PML body"	GO:0016605	4	isogroup04591	0.29892399
"PML body"	GO:0016605	4	isogroup07241	0.061674135
"PML body"	GO:0016605	4	isogroup01392	-0.078014487
"PML body"	GO:0016605	4	isogroup02169	-0.251116503
"PML body"	GO:0016605	4	isogroup01907	-0.491047801
"PML body"	GO:0016605	4	isogroup07570	-0.365966931
"PML body"	GO:0016605	4	isogroup04452	0.147202837
"PML body"	GO:0016605	4	isogroup38450	0.282303493
"PML body"	GO:0016605	4	isogroup08151	-0.075491326
"PML body"	GO:0016605	4	isogroup07854	0.101099924
"PML body"	GO:0016605	4	isogroup08590	0.162554785
"PML body"	GO:0016605	4	isogroup03105	-0.111974772
"PML body"	GO:0016605	4	isogroup16275	-0.96798332
"PML body"	GO:0016605	4	isogroup34869	-0.103488394
"PML body"	GO:0016605	4	isogroup27247	0.46454982
"extracellular region"	GO:0005576	1	isogroup05835	-0.38993513
"extracellular region"	GO:0005576	1	isogroup14044	0.555458754
"extracellular region"	GO:0005576	1	isogroup30273	0
"extracellular region"	GO:0005576	1	isogroup09987	0.384082596
"extracellular region"	GO:0005576	1	isogroup38458	1.500524005
"extracellular region"	GO:0005576	1	isogroup14599	-0.082944919
"extracellular region"	GO:0005576	1	isogroup21031	-0.523378581
"extracellular region"	GO:0005576	1	isogroup25291	-0.39646524
"extracellular region"	GO:0005576	1	isogroup08558	0.150137605
"extracellular region"	GO:0005576	1	isogroup05956	-0.478412944
"extracellular region"	GO:0005576	1	isogroup02426	-0.464459912
"extracellular region"	GO:0005576	1	isogroup19544	0
"extracellular region"	GO:0005576	1	isogroup12280	0.209704599
"extracellular region"	GO:0005576	1	isogroup11074	0.003282611
"extracellular region"	GO:0005576	1	isogroup18945	0.09022325
"extracellular region"	GO:0005576	1	isogroup28224	-0.246279651
"extracellular region"	GO:0005576	1	isogroup27545	-0.627836104
"extracellular region"	GO:0005576	1	isogroup25989	-0.031117642
"extracellular region"	GO:0005576	1	isogroup08154	-0.026911118
"extracellular region"	GO:0005576	1	isogroup00190	-1.13062346
"extracellular region"	GO:0005576	1	isogroup16373	-1.306821142
"extracellular region"	GO:0005576	1	isogroup12689	0.091474643
"extracellular region"	GO:0005576	1	isogroup33360	0.381417241
"extracellular region"	GO:0005576	1	isogroup20694	-0.047016098
"extracellular region"	GO:0005576	1	isogroup31402	0.768682474
"extracellular region"	GO:0005576	1	isogroup36010	0.039418832
"extracellular region"	GO:0005576	1	isogroup04499	-0.216132059
"extracellular region"	GO:0005576	1	isogroup20708	0.204982742
"extracellular region"	GO:0005576	1	isogroup12031	0.380388419
"extracellular region"	GO:0005576	1	isogroup16876	0.05164215
"extracellular region"	GO:0005576	1	isogroup22965	-0.098934203
"extracellular region"	GO:0005576	1	isogroup11303	-1.538638526
"extracellular region"	GO:0005576	1	isogroup07967	-0.16258681
"extracellular region"	GO:0005576	1	isogroup07364	-0.004725708
"extracellular region"	GO:0005576	1	isogroup12791	0.318730074
"extracellular region"	GO:0005576	1	isogroup04786	-1.552871721
"extracellular region"	GO:0005576	1	isogroup29932	-0.464409645
"extracellular region"	GO:0005576	1	isogroup04130	-0.091219055
"extracellular region"	GO:0005576	1	isogroup12713	1.54840894
"extracellular region"	GO:0005576	1	isogroup02612	-0.048511293
"extracellular region"	GO:0005576	1	isogroup02978	1.209652514
"extracellular region"	GO:0005576	1	isogroup03774	0
"extracellular region"	GO:0005576	1	isogroup18679	0
"extracellular region"	GO:0005576	1	isogroup05107	-0.075605564
"extracellular region"	GO:0005576	1	isogroup36081	-0.140284072
"extracellular region"	GO:0005576	1	isogroup00863	0.505997199
"extracellular region"	GO:0005576	1	isogroup37292	0.301826776
"extracellular region"	GO:0005576	1	isogroup01459	0.809848728
"extracellular region"	GO:0005576	1	isogroup12139	0.355959257
"extracellular region"	GO:0005576	1	isogroup18408	-0.61719309
"extracellular region"	GO:0005576	1	isogroup12878	-0.464409645
"extracellular region"	GO:0005576	1	isogroup07376	-1.228813946
"extracellular region"	GO:0005576	1	isogroup21187	-0.212290986
"extracellular region"	GO:0005576	1	isogroup08890	0.590332982
"extracellular region"	GO:0005576	1	isogroup02184	0.331339862
"extracellular region"	GO:0005576	1	isogroup04203	0.370574141
"extracellular region"	GO:0005576	1	isogroup29559	-0.162208881
"extracellular region"	GO:0005576	1	isogroup18452	0.05151784
"extracellular region"	GO:0005576	1	isogroup34811	-0.478499389
"extracellular region"	GO:0005576	1	isogroup34726	-0.478499389
"extracellular region"	GO:0005576	1	isogroup11516	-0.095448852
"extracellular region"	GO:0005576	1	isogroup04869	0.947356664
"extracellular region"	GO:0005576	1	isogroup00991	0.101812204
"extracellular region"	GO:0005576	1	isogroup26788	-0.308524926
"extracellular region"	GO:0005576	1	isogroup19277	0
"extracellular region"	GO:0005576	1	isogroup04852	0.426230289
"extracellular region"	GO:0005576	1	isogroup15239	0.137510295
"extracellular region"	GO:0005576	1	isogroup01520	-0.810867995
"extracellular region"	GO:0005576	1	isogroup11112	0.426902617
"extracellular region"	GO:0005576	1	isogroup11855	-0.107811691
"extracellular region"	GO:0005576	1	isogroup11230	0.346241473
"extracellular region"	GO:0005576	1	isogroup30588	0.031531808
"extracellular region"	GO:0005576	1	isogroup03996	-0.947593324
"extracellular region"	GO:0005576	1	isogroup31685	-0.252861703
"extracellular region"	GO:0005576	1	isogroup32729	-0.16101129
"extracellular region"	GO:0005576	1	isogroup33098	0.356585242
"extracellular region"	GO:0005576	1	isogroup18542	0.355474619
"extracellular region"	GO:0005576	1	isogroup10884	0.1071958
"extracellular region"	GO:0005576	1	isogroup07199	0
"extracellular region"	GO:0005576	1	isogroup25067	0.297216494
"extracellular region"	GO:0005576	1	isogroup11376	0
"extracellular region"	GO:0005576	1	isogroup12746	0.847008004
"extracellular region"	GO:0005576	1	isogroup30487	0.13675432
"extracellular region"	GO:0005576	1	isogroup11407	-1.218125679
"extracellular region"	GO:0005576	1	isogroup05993	-0.856748976
"extracellular region"	GO:0005576	1	isogroup33681	-0.007478296
"extracellular region"	GO:0005576	1	isogroup07145	-0.125592296
"extracellular region"	GO:0005576	1	isogroup09271	2.068705632
"extracellular region"	GO:0005576	1	isogroup29263	1.433025208
"extracellular region"	GO:0005576	1	isogroup06528	0.735249911
"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"	GO:0000275	2	isogroup23251	-1.709277838
"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"	GO:0000275	2	isogroup09021	-0.383996395
"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"	GO:0000275	2	isogroup32440	-1.564366615
"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"	GO:0000275	2	isogroup04005	-1.704156492
"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"	GO:0000275	2	isogroup23786	-0.676846929
"cell-cell junction"	GO:0005911	2	isogroup04057	-1.398774487
"cell-cell junction"	GO:0005911	2	isogroup03967	-0.747245642
"cell-cell junction"	GO:0005911	2	isogroup31560	0.208224235
"cell-cell junction"	GO:0005911	2	isogroup38734	0.208704052
"cell-cell junction"	GO:0005911	2	isogroup13177	0.148299022
"cell-cell junction"	GO:0005911	2	isogroup11788	0
"cell-cell junction"	GO:0005911	2	isogroup19341	0.184392228
"cell-cell junction"	GO:0005911	2	isogroup08363	-0.162891524
"cell-cell junction"	GO:0005911	2	isogroup08585	-0.068525621
"cell-cell junction"	GO:0005911	2	isogroup10621	0.695601054
"cell-cell junction"	GO:0005911	2	isogroup13135	0.291801561
"cell-cell junction"	GO:0005911	2	isogroup34552	0.314221336
"cell-cell junction"	GO:0005911	2	isogroup20110	0.302090677
"cell-cell junction"	GO:0005911	2	isogroup21057	0.181140544
"cell-cell junction"	GO:0005911	2	isogroup13185	0.851107042
"cell-cell junction"	GO:0005911	2	isogroup27545	-0.627836104
"cell-cell junction"	GO:0005911	2	isogroup27666	0.364663528
"cell-cell junction"	GO:0005911	2	isogroup17028	0.231302524
"cell-cell junction"	GO:0005911	2	isogroup21098	1.602647627
"cell-cell junction"	GO:0005911	2	isogroup24279	-0.149484563
"cell-cell junction"	GO:0005911	2	isogroup05665	-0.044821548
"cell-cell junction"	GO:0005911	2	isogroup01109	-0.205736509
"cell-cell junction"	GO:0005911	2	isogroup01067	0.088976033
"cell-cell junction"	GO:0005911	2	isogroup03618	-1.039963322
"cell-cell junction"	GO:0005911	2	isogroup36407	0.929205584
"cell-cell junction"	GO:0005911	2	isogroup29521	-0.026887966
"cell-cell junction"	GO:0005911	2	isogroup10829	0.586175814
"cell-cell junction"	GO:0005911	2	isogroup08339	0.162000911
"cell-cell junction"	GO:0005911	2	isogroup17544	-0.292940937
"cell-cell junction"	GO:0005911	2	isogroup38127	0.276832592
"cell-cell junction"	GO:0005911	2	isogroup20073	-0.271295022
"cell-cell junction"	GO:0005911	2	isogroup29085	0
"cell-cell junction"	GO:0005911	2	isogroup26653	-0.22256043
"cell-cell junction"	GO:0005911	2	isogroup19825	0.149398415
"cell-cell junction"	GO:0005911	2	isogroup10671	0.176580643
"cell-cell junction"	GO:0005911	2	isogroup08562	0.204793488
"cell-cell junction"	GO:0005911	2	isogroup02055	0.208704052
"cell-cell junction"	GO:0005911	2	isogroup19334	0.626847661
"cell-cell junction"	GO:0005911	2	isogroup14420	-0.464459912
"cell-cell junction"	GO:0005911	2	isogroup06935	-0.137386197
"cell-cell junction"	GO:0005911	2	isogroup39480	-0.33653812
"cell-cell junction"	GO:0005911	2	isogroup01097	0.059314092
"cell-cell junction"	GO:0005911	2	isogroup23248	-0.232281696
"cell-cell junction"	GO:0005911	2	isogroup03497	0.213635079
"cell-cell junction"	GO:0005911	2	isogroup16157	0.533111587
"cell-cell junction"	GO:0005911	2	isogroup13641	-0.927699459
"cell-cell junction"	GO:0005911	2	isogroup02929	0.027561731
"cell-cell junction"	GO:0005911	2	isogroup18735	0.705499965
"cell-cell junction"	GO:0005911	2	isogroup13259	0.209697392
"cell-cell junction"	GO:0005911	2	isogroup20379	0
"cell-cell junction"	GO:0005911	2	isogroup33158	0
"cell-cell junction"	GO:0005911	2	isogroup06411	0.585750256
"cell-cell junction"	GO:0005911	2	isogroup19002	-0.434117434
"cell-cell junction"	GO:0005911	2	isogroup14706	0.044372842
"cell-cell junction"	GO:0005911	2	isogroup29517	0.438519108
"cell-cell junction"	GO:0005911	2	isogroup11945	0.246392667
"cell-cell junction"	GO:0005911	2	isogroup01130	1.16758002
"cell-cell junction"	GO:0005911	2	isogroup08101	1.691156817
"cell-cell junction"	GO:0005911	2	isogroup16948	-0.297365564
"cell-cell junction"	GO:0005911	2	isogroup36468	0.66518726
"cell-cell junction"	GO:0005911	2	isogroup19704	0
"cell-cell junction"	GO:0005911	2	isogroup17703	-0.000623587
"cell-cell junction"	GO:0005911	2	isogroup01494	0.76910227
