name	term	lev	seq	value
"intrinsic component of Golgi membrane"	GO:0031228	4	isogroup119287	-1.54160666274683
"intrinsic component of Golgi membrane"	GO:0031228	4	isogroup77277	0.495576443880641
"intrinsic component of Golgi membrane"	GO:0031228	4	isogroup55368	-0.301534649062292
"intrinsic component of Golgi membrane"	GO:0031228	4	isogroup295764	1.9774847877797
"intrinsic component of Golgi membrane"	GO:0031228	4	isogroup199817	-0.0928441936483275
"intrinsic component of Golgi membrane"	GO:0031228	4	isogroup214589	0.17990567113098
"intrinsic component of Golgi membrane"	GO:0031228	4	isogroup117282	-0.126892172997051
"euchromatin"	GO:0000791	2	isogroup274420	-0.08410166688335
"euchromatin"	GO:0000791	2	isogroup291872	3.27654891556497
"euchromatin"	GO:0000791	2	isogroup216833	-2.70916554149598
"euchromatin"	GO:0000791	2	isogroup176920	0.170274300725015
"euchromatin"	GO:0000791	2	isogroup42349	-0.239681353657695
"euchromatin"	GO:0000791	2	isogroup333991	-0.641853538409682
"euchromatin"	GO:0000791	2	isogroup306247	1.53053896880969
"cytosolic ribosome"	GO:0022626	2	isogroup182248	5.67982573780044
"cytosolic ribosome"	GO:0022626	2	isogroup77327	-1.36047836423617
"cytosolic ribosome"	GO:0022626	2	isogroup192880	0.205715987309631
"cytosolic ribosome"	GO:0022626	2	isogroup197054	-1.44405874520876
"cytosolic ribosome"	GO:0022626	2	isogroup268816	1.10104220947597
"cytosolic ribosome"	GO:0022626	2	isogroup154055	-0.615374290158583
"cytosolic ribosome"	GO:0022626	2	isogroup264399	2.61098774541206
"cytosolic ribosome"	GO:0022626	2	isogroup232406	5.08092722133415
"cytosolic ribosome"	GO:0022626	2	isogroup130666	0.926759541465659
"cytosolic ribosome"	GO:0022626	2	isogroup335577	0.892647422681276
"cytosolic ribosome"	GO:0022626	2	isogroup223506	-1.3126352545398
"cytosolic ribosome"	GO:0022626	2	isogroup118243	0.148938257435804
"cytosolic ribosome"	GO:0022626	2	isogroup208905	-1.68621998767283
"cytosolic ribosome"	GO:0022626	2	isogroup268549	-2.42791373880275
"cytosolic ribosome"	GO:0022626	2	isogroup264087	0.140975026001073
"cytosolic ribosome"	GO:0022626	2	isogroup182607	0.00802608244434611
"cytosolic ribosome"	GO:0022626	2	isogroup270206	-0.128063632999294
"cytosolic ribosome"	GO:0022626	2	isogroup298235	2.11610580271058
"cytosolic ribosome"	GO:0022626	2	isogroup55593	0.232279025413837
"cytosolic ribosome"	GO:0022626	2	isogroup66702	1.76203938133927
"cytosolic ribosome"	GO:0022626	2	isogroup161360	2.98250712993043
"cytosolic ribosome"	GO:0022626	2	isogroup193601	0.0957785407134788
"cytosolic ribosome"	GO:0022626	2	isogroup256823	-0.236984936370737
"cytosolic ribosome"	GO:0022626	2	isogroup45860	1.87254380127449
"cytosolic ribosome"	GO:0022626	2	isogroup223208	0.588803208356769
"cytosolic ribosome"	GO:0022626	2	isogroup198028	-2.089966831242
"cytosolic ribosome"	GO:0022626	2	isogroup91354	-0.540080264115988
"cytosolic ribosome"	GO:0022626	2	isogroup47053	-0.780771700580621
"cytosolic ribosome"	GO:0022626	2	isogroup264232	-2.69865613793634
"cytosolic ribosome"	GO:0022626	2	isogroup108926	2.52788141738881
"cytosolic ribosome"	GO:0022626	2	isogroup363441	0.0633924076497371
"cytosolic ribosome"	GO:0022626	2	isogroup38605	-0.108883386837068
"cytosolic ribosome"	GO:0022626	2	isogroup43061	-2.09026304823458
"cytosolic ribosome"	GO:0022626	2	isogroup172066	0.456096048919957
"cytosolic ribosome"	GO:0022626	2	isogroup290262	3.04360978877684
"cytosolic ribosome"	GO:0022626	2	isogroup177325	-0.16892017448839
"cytosolic ribosome"	GO:0022626	2	isogroup113407	3.04572322488122
"cytosolic ribosome"	GO:0022626	2	isogroup193652	0.766944580914055
"cytosolic ribosome"	GO:0022626	2	isogroup312380	2.0417262173676
"cytosolic ribosome"	GO:0022626	2	isogroup280032	3.46446541552295
"cytosolic ribosome"	GO:0022626	2	isogroup261607	0.20600297395659
"cytosolic ribosome"	GO:0022626	2	isogroup94570	1.82442785285923
"spliceosomal complex"	GO:0005681	4	isogroup287820	1.28898657647719
"spliceosomal complex"	GO:0005681	4	isogroup27774	1.81829804281674
"spliceosomal complex"	GO:0005681	4	isogroup303433	1.10069924164719
"spliceosomal complex"	GO:0005681	4	isogroup266656	-1.70940953297974
"spliceosomal complex"	GO:0005681	4	isogroup48039	-0.258145763635434
"spliceosomal complex"	GO:0005681	4	isogroup65312	-0.0690801290763191
"spliceosomal complex"	GO:0005681	4	isogroup88137	0.383135886769747
"spliceosomal complex"	GO:0005681	4	isogroup113495	-0.385187397310753
"spliceosomal complex"	GO:0005681	4	isogroup103787	1.22075499944009
"spliceosomal complex"	GO:0005681	4	isogroup284971	3.29403030340061
"spliceosomal complex"	GO:0005681	4	isogroup235885	-0.561432538141386
"spliceosomal complex"	GO:0005681	4	isogroup226027	-0.570409847563009
"spliceosomal complex"	GO:0005681	4	isogroup120665	2.77086008309566
"spliceosomal complex"	GO:0005681	4	isogroup177742	0.345242279227585
"spliceosomal complex"	GO:0005681	4	isogroup270803	1.09516340396977
"spliceosomal complex"	GO:0005681	4	isogroup218551	-1.8252273798209
"spliceosomal complex"	GO:0005681	4	isogroup252483	-0.379507966144781
"spliceosomal complex"	GO:0005681	4	isogroup282404	1.76204657147106
"spliceosomal complex"	GO:0005681	4	isogroup293883	1.31584630333239
"spliceosomal complex"	GO:0005681	4	isogroup265895	-1.16244247850484
"spliceosomal complex"	GO:0005681	4	isogroup115819	-0.546708497461204
"spliceosomal complex"	GO:0005681	4	isogroup117046	-3.02662404738102
"spliceosomal complex"	GO:0005681	4	isogroup80707	1.78752418476494
"spliceosomal complex"	GO:0005681	4	isogroup50056	-2.15516942281842
"spliceosomal complex"	GO:0005681	4	isogroup294164	0.770990420676619
"spliceosomal complex"	GO:0005681	4	isogroup170436	0.122692817939117
"spliceosomal complex"	GO:0005681	4	isogroup291557	3.44285218977832
"spliceosomal complex"	GO:0005681	4	isogroup306810	0.83290105174916
"spliceosomal complex"	GO:0005681	4	isogroup269250	-0.115252676587696
"spliceosomal complex"	GO:0005681	4	isogroup95501	0.039529785211801
"spliceosomal complex"	GO:0005681	4	isogroup210892	-1.10991668846713
"spliceosomal complex"	GO:0005681	4	isogroup279514	3.30637159970154
"spliceosomal complex"	GO:0005681	4	isogroup99974	1.0196789747876
"spliceosomal complex"	GO:0005681	4	isogroup264642	-0.0479022973875198
"spliceosomal complex"	GO:0005681	4	isogroup100053	2.88280095564151
"spliceosomal complex"	GO:0005681	4	isogroup24692	1.54753754663693
"spliceosomal complex"	GO:0005681	4	isogroup180671	-0.818063118564789
"spliceosomal complex"	GO:0005681	4	isogroup116088	0.636674519140074
"spliceosomal complex"	GO:0005681	4	isogroup21078	3.44619793256264
"spliceosomal complex"	GO:0005681	4	isogroup280465	5.10611905688556
"spliceosomal complex"	GO:0005681	4	isogroup117788	0.430956001822634
"spliceosomal complex"	GO:0005681	4	isogroup279115	0.172544821507673
"spliceosomal complex"	GO:0005681	4	isogroup161697	-0.955873536872326
"spliceosomal complex"	GO:0005681	4	isogroup289300	2.20314038942225
"spliceosomal complex"	GO:0005681	4	isogroup152495	1.06861777110447
"spliceosomal complex"	GO:0005681	4	isogroup34330	-0.0034843181259779
"spliceosomal complex"	GO:0005681	4	isogroup266901	0.156999485021079
"spliceosomal complex"	GO:0005681	4	isogroup292451	1.02354301203056
"spliceosomal complex"	GO:0005681	4	isogroup73629	-0.0656497613950347
"spliceosomal complex"	GO:0005681	4	isogroup295264	1.31711758283113
"spliceosomal complex"	GO:0005681	4	isogroup48559	-0.265103757184125
"spliceosomal complex"	GO:0005681	4	isogroup267032	-1.34233784440198
"spliceosomal complex"	GO:0005681	4	isogroup46658	-1.57780877855318
"spliceosomal complex"	GO:0005681	4	isogroup116931	-1.45553422309276
"spliceosomal complex"	GO:0005681	4	isogroup278503	4.31321991508295
"spliceosomal complex"	GO:0005681	4	isogroup158559	2.81605668132657
"spliceosomal complex"	GO:0005681	4	isogroup44097	-0.613212131623448
"spliceosomal complex"	GO:0005681	4	isogroup325061	2.55078667596545
"spliceosomal complex"	GO:0005681	4	isogroup314202	-0.134358859139884
"spliceosomal complex"	GO:0005681	4	isogroup195411	2.1909595087148
"spliceosomal complex"	GO:0005681	4	isogroup118962	0.228093433995647
"spliceosomal complex"	GO:0005681	4	isogroup221206	-0.536112408433671
"spliceosomal complex"	GO:0005681	4	isogroup172880	-0.0131773835595615
"spliceosomal complex"	GO:0005681	4	isogroup209625	0.125410351553418
"spliceosomal complex"	GO:0005681	4	isogroup119857	-2.61668145746612
"spliceosomal complex"	GO:0005681	4	isogroup161065	2.51425242550817
"spliceosomal complex"	GO:0005681	4	isogroup207652	-0.398001879417954
"spliceosomal complex"	GO:0005681	4	isogroup23528	4.1936089539947
"spliceosomal complex"	GO:0005681	4	isogroup46148	0.177349555021079
"spliceosomal complex"	GO:0005681	4	isogroup154503	0.717041907369281
"spliceosomal complex"	GO:0005681	4	isogroup286909	3.59863884378482
"spliceosomal complex"	GO:0005681	4	isogroup281912	3.38725314658332
"spliceosomal complex"	GO:0005681	4	isogroup181108	0.968566109523614
"spliceosomal complex"	GO:0005681	4	isogroup50770	-0.533405377492671
"spliceosomal complex"	GO:0005681	4	isogroup266249	0.213677156087395
"spliceosomal complex"	GO:0005681	4	isogroup39494	-1.39433179058085
"spliceosomal complex"	GO:0005681	4	isogroup253339	-0.493752820785691
"spliceosomal complex"	GO:0005681	4	isogroup113996	-0.22697359753769
"spliceosomal complex"	GO:0005681	4	isogroup161170	-0.361454290763125
"spliceosomal complex"	GO:0005681	4	isogroup287613	2.74799033182191
"spliceosomal complex"	GO:0005681	4	isogroup267727	-0.944507886498049
"spliceosomal complex"	GO:0005681	4	isogroup254396	0.587567157250872
"spliceosomal complex"	GO:0005681	4	isogroup246932	36.4166833954797
"spliceosomal complex"	GO:0005681	4	isogroup87320	-0.197174576075765
"spliceosomal complex"	GO:0005681	4	isogroup52235	-0.136279910684937
"spliceosomal complex"	GO:0005681	4	isogroup210961	0.884030262507784
"spliceosomal complex"	GO:0005681	4	isogroup300561	1.57338463764122
"spliceosomal complex"	GO:0005681	4	isogroup50898	1.92894000049902
"spliceosomal complex"	GO:0005681	4	isogroup286501	1.53855282943339
"spliceosomal complex"	GO:0005681	4	isogroup202849	-0.624963100658093
"spliceosomal complex"	GO:0005681	4	isogroup265237	-1.90882919426984
"spliceosomal complex"	GO:0005681	4	isogroup112658	-0.184236352913305
"spliceosomal complex"	GO:0005681	4	isogroup176952	-1.2236661833569
"spliceosomal complex"	GO:0005681	4	isogroup114119	-0.300914434063847
"spliceosomal complex"	GO:0005681	4	isogroup283173	1.6634685591865
"spliceosomal complex"	GO:0005681	4	isogroup119773	0.293745177381883
"spliceosomal complex"	GO:0005681	4	isogroup115940	-1.65166339344941
"spliceosomal complex"	GO:0005681	4	isogroup87976	0.926552379779082
"spliceosomal complex"	GO:0005681	4	isogroup48707	2.33389879778084
"spliceosomal complex"	GO:0005681	4	isogroup115800	-0.770975279164964
"spliceosomal complex"	GO:0005681	4	isogroup269201	-0.577708510278691
"spliceosomal complex"	GO:0005681	4	isogroup195827	-0.103866259638342
"spliceosomal complex"	GO:0005681	4	isogroup67538	2.37904008909603
"spliceosomal complex"	GO:0005681	4	isogroup49168	-1.01223158040357
"spliceosomal complex"	GO:0005681	4	isogroup21286	1.74566587123497
"spliceosomal complex"	GO:0005681	4	isogroup124609	2.66836790787377
"spliceosomal complex"	GO:0005681	4	isogroup190101	0.113822005738886
"spliceosomal complex"	GO:0005681	4	isogroup214291	0.441651253881551
"spliceosomal complex"	GO:0005681	4	isogroup117087	-1.23517222368204
"spliceosomal complex"	GO:0005681	4	isogroup187729	-0.688132907020632
"spliceosomal complex"	GO:0005681	4	isogroup286856	2.6693807784591
"spliceosomal complex"	GO:0005681	4	isogroup264797	-1.47817961071313
"spliceosomal complex"	GO:0005681	4	isogroup264656	0.122559266038535
"spliceosomal complex"	GO:0005681	4	isogroup66514	0.557568222018911
"spliceosomal complex"	GO:0005681	4	isogroup103542	0.407250015874807
"spliceosomal complex"	GO:0005681	4	isogroup286029	2.07597565359072
"spliceosomal complex"	GO:0005681	4	isogroup43330	-0.506023404349946
"spliceosomal complex"	GO:0005681	4	isogroup38994	0.538325219457354
"spliceosomal complex"	GO:0005681	4	isogroup200869	-2.81299004961209
"spliceosomal complex"	GO:0005681	4	isogroup188124	-0.475791088542584
"spliceosomal complex"	GO:0005681	4	isogroup295859	1.32631133634434
"spliceosomal complex"	GO:0005681	4	isogroup116295	-1.35055280777912
"spliceosomal complex"	GO:0005681	4	isogroup264206	-2.39353197184512
"spliceosomal complex"	GO:0005681	4	isogroup294934	1.13127504850351
"spliceosomal complex"	GO:0005681	4	isogroup155338	-0.255249742747084
"spliceosomal complex"	GO:0005681	4	isogroup314600	-0.144409244135647
"spliceosomal complex"	GO:0005681	4	isogroup280453	-0.283635288420375
"spliceosomal complex"	GO:0005681	4	isogroup281125	3.84673569605973
"spliceosomal complex"	GO:0005681	4	isogroup143394	2.14116264637112
"spliceosomal complex"	GO:0005681	4	isogroup224738	-0.257034695903733
"spliceosomal complex"	GO:0005681	4	isogroup114487	1.92377908423412
"spliceosomal complex"	GO:0005681	4	isogroup279550	3.03640466590539
"spliceosomal complex"	GO:0005681	4	isogroup59124	1.45376889960179
"spliceosomal complex"	GO:0005681	4	isogroup115603	-0.261564720462542
"spliceosomal complex"	GO:0005681	4	isogroup283267	1.89839306648196
"spliceosomal complex"	GO:0005681	4	isogroup220323	4.58690359043325
"spliceosomal complex"	GO:0005681	4	isogroup26486	1.84021829778223
"spliceosomal complex"	GO:0005681	4	isogroup256258	-0.501850791993109
"spliceosomal complex"	GO:0005681	4	isogroup286564	3.14719551105386
"spliceosomal complex"	GO:0005681	4	isogroup80809	1.04438238327789
"spliceosomal complex"	GO:0005681	4	isogroup223144	2.32637632823163
"spliceosomal complex"	GO:0005681	4	isogroup26290	3.06013009326679
"spliceosomal complex"	GO:0005681	4	isogroup25614	3.46200055640797
"spliceosomal complex"	GO:0005681	4	isogroup47817	4.51218291444822
"spliceosomal complex"	GO:0005681	4	isogroup72071	1.0889160542811
"spliceosomal complex"	GO:0005681	4	isogroup146516	0.487753713431166
"spliceosomal complex"	GO:0005681	4	isogroup176071	0.0467041811847552
"spliceosomal complex"	GO:0005681	4	isogroup159953	-0.167963071331421
"spliceosomal complex"	GO:0005681	4	isogroup33096	3.20320883167301
"spliceosomal complex"	GO:0005681	4	isogroup294367	4.07232715909387
"spliceosomal complex"	GO:0005681	4	isogroup201250	-0.391448496071909
"spliceosomal complex"	GO:0005681	4	isogroup291265	1.26435804821374
"spliceosomal complex"	GO:0005681	4	isogroup273909	0.154249157046301
"spliceosomal complex"	GO:0005681	4	isogroup59799	3.28132303735409
"spliceosomal complex"	GO:0005681	4	isogroup264982	-0.737633267823058
"spliceosomal complex"	GO:0005681	4	isogroup290376	1.30865970928565
"spliceosomal complex"	GO:0005681	4	isogroup88222	1.3423601754662
"spliceosomal complex"	GO:0005681	4	isogroup264207	-0.833778714889163
"spliceosomal complex"	GO:0005681	4	isogroup276456	0.469241412521279
"spliceosomal complex"	GO:0005681	4	isogroup266220	-0.75326058275335
"spliceosomal complex"	GO:0005681	4	isogroup46782	0.0329272512716401
"spliceosomal complex"	GO:0005681	4	isogroup296903	1.21527842333476
"spliceosomal complex"	GO:0005681	4	isogroup247203	0.213460097095412
"spliceosomal complex"	GO:0005681	4	isogroup264961	-0.431319737315909
"spliceosomal complex"	GO:0005681	4	isogroup66398	2.75962124960934
"spliceosomal complex"	GO:0005681	4	isogroup267926	-0.508225486778504
"spliceosomal complex"	GO:0005681	4	isogroup264798	-1.4308343004259
"spliceosomal complex"	GO:0005681	4	isogroup294947	0.961413406393786
"spliceosomal complex"	GO:0005681	4	isogroup179350	0.714620976594559
"spliceosomal complex"	GO:0005681	4	isogroup165688	-0.288983644091858
"spliceosomal complex"	GO:0005681	4	isogroup113550	-1.01255280555859
"spliceosomal complex"	GO:0005681	4	isogroup274860	0.268670496977506
"spliceosomal complex"	GO:0005681	4	isogroup116037	0.619198060471585
"spliceosomal complex"	GO:0005681	4	isogroup115904	-0.456953839432418
"spliceosomal complex"	GO:0005681	4	isogroup288532	1.3667088906771
"spliceosomal complex"	GO:0005681	4	isogroup281309	3.56156325808521
"spliceosomal complex"	GO:0005681	4	isogroup42485	0.626373004783798
"spliceosomal complex"	GO:0005681	4	isogroup141100	5.77681815252345
"spliceosomal complex"	GO:0005681	4	isogroup199833	-0.208067456059944
"spliceosomal complex"	GO:0005681	4	isogroup222536	-0.350222821829307
"spliceosomal complex"	GO:0005681	4	isogroup264607	-0.512655115412433
"spliceosomal complex"	GO:0005681	4	isogroup115987	-1.69268851802074
"spliceosomal complex"	GO:0005681	4	isogroup297612	0.696447658203338
"spliceosomal complex"	GO:0005681	4	isogroup273410	0.0584506163841103
"spliceosomal complex"	GO:0005681	4	isogroup288634	1.69942626781969
"spliceosomal complex"	GO:0005681	4	isogroup326867	0.32883142187347
"spliceosomal complex"	GO:0005681	4	isogroup115721	-0.16312040843332
"spliceosomal complex"	GO:0005681	4	isogroup92859	1.58195143144733
"spliceosomal complex"	GO:0005681	4	isogroup185611	0.395602391766613
"spliceosomal complex"	GO:0005681	4	isogroup284222	2.37026251894116
"spliceosomal complex"	GO:0005681	4	isogroup92224	0.904991698440537
"spliceosomal complex"	GO:0005681	4	isogroup75850	2.24578307066257
"spliceosomal complex"	GO:0005681	4	isogroup265041	4.0133447451494
"spliceosomal complex"	GO:0005681	4	isogroup24454	4.54712376917484
"spliceosomal complex"	GO:0005681	4	isogroup72685	1.76232690939188
"spliceosomal complex"	GO:0005681	4	isogroup293197	3.83669920519118
"spliceosomal complex"	GO:0005681	4	isogroup54970	0.281792895172563
"spliceosomal complex"	GO:0005681	4	isogroup115642	-0.314590854447279
"spliceosomal complex"	GO:0005681	4	isogroup266415	-1.17242842850067
"spliceosomal complex"	GO:0005681	4	isogroup167926	-0.711680196726608
"spliceosomal complex"	GO:0005681	4	isogroup55949	0.197424122949894
"spliceosomal complex"	GO:0005681	4	isogroup299904	0.315359327458191
"spliceosomal complex"	GO:0005681	4	isogroup285693	2.13102912836076
"spliceosomal complex"	GO:0005681	4	isogroup169149	1.6191516761327
"spliceosomal complex"	GO:0005681	4	isogroup39427	-0.522827356754
"spliceosomal complex"	GO:0005681	4	isogroup38932	-0.129154383015956
"spliceosomal complex"	GO:0005681	4	isogroup44535	-0.821231900798094
"spliceosomal complex"	GO:0005681	4	isogroup271093	0.142940463749719
"spliceosomal complex"	GO:0005681	4	isogroup54944	-0.28360537891027
"spliceosomal complex"	GO:0005681	4	isogroup84260	-1.04778833016624
"spliceosomal complex"	GO:0005681	4	isogroup271055	-0.358851547679562
"spliceosomal complex"	GO:0005681	4	isogroup216962	-2.07199417988266
"spliceosomal complex"	GO:0005681	4	isogroup116045	0.00616437652643332
"spliceosomal complex"	GO:0005681	4	isogroup288501	2.18426792895306
"spliceosomal complex"	GO:0005681	4	isogroup194538	1.36662255975153
"spliceosomal complex"	GO:0005681	4	isogroup121279	1.73112459023921
"spliceosomal complex"	GO:0005681	4	isogroup101423	3.33713753520208
"spliceosomal complex"	GO:0005681	4	isogroup48705	-0.363406576168242
"spliceosomal complex"	GO:0005681	4	isogroup31419	2.97438227864793
"spliceosomal complex"	GO:0005681	4	isogroup295337	0.381751561384309
"spliceosomal complex"	GO:0005681	4	isogroup59181	2.49225106427876
"spliceosomal complex"	GO:0005681	4	isogroup264071	-1.62816701110253
"spliceosomal complex"	GO:0005681	4	isogroup105642	1.81358336310761
"spliceosomal complex"	GO:0005681	4	isogroup64768	1.59951949624432
"spliceosomal complex"	GO:0005681	4	isogroup64557	0.937316482839042
"spliceosomal complex"	GO:0005681	4	isogroup232246	-0.907010459831824
"spliceosomal complex"	GO:0005681	4	isogroup284869	0.999470415583103
"spliceosomal complex"	GO:0005681	4	isogroup224394	-0.029091029448358
"spliceosomal complex"	GO:0005681	4	isogroup182684	-0.155773494131756
"spliceosomal complex"	GO:0005681	4	isogroup284313	2.3401992815983
"spliceosomal complex"	GO:0005681	4	isogroup313837	0.759266711630402
"spliceosomal complex"	GO:0005681	4	isogroup270676	-0.563827925973514
"spliceosomal complex"	GO:0005681	4	isogroup207306	0.39788605140722
"spliceosomal complex"	GO:0005681	4	isogroup287388	2.27848046178234
"spliceosomal complex"	GO:0005681	4	isogroup305198	0.697385516180391
"spliceosomal complex"	GO:0005681	4	isogroup44550	-0.146053372488737
"spliceosomal complex"	GO:0005681	4	isogroup45382	-0.111337398718518
"spliceosomal complex"	GO:0005681	4	isogroup358641	-0.238373900725497
"spliceosomal complex"	GO:0005681	4	isogroup115213	-0.384464635133968
"spliceosomal complex"	GO:0005681	4	isogroup265288	-2.65810879812614
"DNA replication factor C complex"	GO:0005663	4	isogroup41241	-0.879001926050685
"DNA replication factor C complex"	GO:0005663	4	isogroup41616	-0.129176322613348
"DNA replication factor C complex"	GO:0005663	4	isogroup179870	0.863163400613547
"DNA replication factor C complex"	GO:0005663	4	isogroup232667	-0.0510641617945788
"DNA replication factor C complex"	GO:0005663	4	isogroup19388	3.89414293544423
"DNA replication factor C complex"	GO:0005663	4	isogroup55436	0.524279226178784
"DNA replication factor C complex"	GO:0005663	4	isogroup265054	-1.41888761357956
"DNA replication factor C complex"	GO:0005663	4	isogroup290309	3.36248176293007
"DNA replication factor C complex"	GO:0005663	4	isogroup280964	3.31526716924692
"DNA replication factor C complex"	GO:0005663	4	isogroup39035	0.327076059069001
"DNA replication factor C complex"	GO:0005663	4	isogroup277823	4.68903513758553
"AP-2 adaptor complex"	GO:0030122	3	isogroup121319	1.73992687136663
"AP-2 adaptor complex"	GO:0030122	3	isogroup109257	1.15081164863586
"AP-2 adaptor complex"	GO:0030122	3	isogroup58215	-0.352819297482753
"AP-2 adaptor complex"	GO:0030122	3	isogroup222959	-3.60883813899846
"AP-2 adaptor complex"	GO:0030122	3	isogroup320289	1.2830763923696
"AP-2 adaptor complex"	GO:0030122	3	isogroup271005	-0.131634154295368
"AP-2 adaptor complex"	GO:0030122	3	isogroup29208	3.39696973234621
"AP-2 adaptor complex"	GO:0030122	3	isogroup113727	-0.257245322322666
"AP-2 adaptor complex"	GO:0030122	3	isogroup306712	1.03171517290161
"AP-2 adaptor complex"	GO:0030122	3	isogroup191449	-0.977420930163573
"AP-2 adaptor complex"	GO:0030122	3	isogroup273412	-0.922272282523079
"AP-2 adaptor complex"	GO:0030122	3	isogroup117159	1.00601412786908
"AP-2 adaptor complex"	GO:0030122	3	isogroup305535	1.79206243425972
"AP-2 adaptor complex"	GO:0030122	3	isogroup115573	-0.0878282208625219
"proteasome regulatory particle, base subcomplex"	GO:0008540	2	isogroup304243	0.263404221507465
"proteasome regulatory particle, base subcomplex"	GO:0008540	2	isogroup93913	2.43732832769882
"proteasome regulatory particle, base subcomplex"	GO:0008540	2	isogroup275091	-0.975620734411622
"proteasome regulatory particle, base subcomplex"	GO:0008540	2	isogroup265215	0.196821063428311
"proteasome regulatory particle, base subcomplex"	GO:0008540	2	isogroup51782	-0.0964388155804835
"proteasome regulatory particle, base subcomplex"	GO:0008540	2	isogroup281357	4.65233172228141
"proteasome regulatory particle, base subcomplex"	GO:0008540	2	isogroup276271	0.154754223124806
"new growing cell tip"	GO:0035841	4	isogroup125188	-0.124518968802968
"new growing cell tip"	GO:0035841	4	isogroup314383	1.23848484698549
"new growing cell tip"	GO:0035841	4	isogroup86856	3.04650485814403
"new growing cell tip"	GO:0035841	4	isogroup311478	-0.418804017318663
"new growing cell tip"	GO:0035841	4	isogroup117503	-1.47548297589377
"new growing cell tip"	GO:0035841	4	isogroup55688	-0.110926486433972
"new growing cell tip"	GO:0035841	4	isogroup247908	0.656020978932583
"cortical actin cytoskeleton"	GO:0030864	3	isogroup285996	3.02299194328
"cortical actin cytoskeleton"	GO:0030864	3	isogroup161298	-0.0672870023683909
"cortical actin cytoskeleton"	GO:0030864	3	isogroup269591	-1.77165730602556
"cortical actin cytoskeleton"	GO:0030864	3	isogroup233171	-0.0434134128025465
"cortical actin cytoskeleton"	GO:0030864	3	isogroup71842	0.628154497635365
"cortical actin cytoskeleton"	GO:0030864	3	isogroup284963	3.19247555909934
"cortical actin cytoskeleton"	GO:0030864	3	isogroup301208	0.478717389318466
"cortical actin cytoskeleton"	GO:0030864	3	isogroup156423	-0.590966540048114
"cortical actin cytoskeleton"	GO:0030864	3	isogroup113740	-0.833339980560361
"chaperone complex"	GO:0101031	2	isogroup267849	0.0790699902528251
"chaperone complex"	GO:0101031	2	isogroup282843	3.46824141633043
"chaperone complex"	GO:0101031	2	isogroup80605	0.582551978534845
"chaperone complex"	GO:0101031	2	isogroup45764	-0.990482992928658
"chaperone complex"	GO:0101031	2	isogroup288979	1.68036235524779
"chaperone complex"	GO:0101031	2	isogroup287262	2.70587689573719
"chaperone complex"	GO:0101031	2	isogroup72700	0.744427367491397
"chaperone complex"	GO:0101031	2	isogroup279474	1.80095536934579
"DNA replication factor A complex"	GO:0005662	5	isogroup21967	-0.255947542596345
"DNA replication factor A complex"	GO:0005662	5	isogroup57705	0.847729120764116
"DNA replication factor A complex"	GO:0005662	5	isogroup263964	-0.545839349873036
